summary_path,summary_sha256,manifest_path,manifest_sha256,queue_source_path,queue_source_sha256,runtime_config_path,runtime_config_sha256,output_root,queue_run_id,route_kind,selected_points,ok_points,failed_points,dry_run,matching_profile_ids,point_directories,sidecars,samples,component_qc,classification,eligible_for_attestation_input,blocker_count,blocker_codes,historical_fit_allowed
D:\gas_calibrator\_p9_20260704\co2_6old_mature45_g1\current6_20260704_co2_mature45_g1\queue_summary.json,b3bbb2ef81f1311ea306044197eae51d0af56b96964ea6da0e6fc7705573bd30,D:\gas_calibrator\_p9_20260704\co2_6old_mature45_g1\current6_20260704_co2_mature45_g1\queue_manifest.csv,07bb9482d29588c015ffb28ef83125a031b0561636afbb8f2426c086d498eb94,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_p9_20260704\pre_gas_readiness_6old_ready_for_co2_g1\v1_5_6old_co2_ready_config.json,981964d31397fe5f086015f5dc36201201e2a1823549bfe0fae8489ad1ef93d9,D:\gas_calibrator\_p9_20260704\co2_6old_mature45_g1,current6_20260704_co2_mature45_g1,co2,45,,,False,"[""legacy_ratio_production""]",3,2,0,0,forbidden_source,False,9,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""manifest_row_count_mismatch"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\co2\current6_20260624_r5_sequence_locked_co2_dry_run\queue_summary.json,1eaa7ebf7f766c9382f7b0476a87a36913d37d375e85ff6be8891dac547f2ca7,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\co2\current6_20260624_r5_sequence_locked_co2_dry_run\queue_manifest.csv,d7968845cef096151709a9188b355973ba246dc1188f4ca668d3da630faa12c9,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r5_sequence_locked_draft.json,d43ce41c5d13eac5e1ff9c1464d57f45f33aaa555603fbdff052dc4265d3a714,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\co2,current6_20260624_r5_sequence_locked_co2_dry_run,co2,45,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\h2o\current6_20260624_r5_sequence_locked_h2o_dry_run\queue_summary.json,84d5f6edca2a3477f90f0091042b753bbb17ae1182cc89214d130758d4ebc303,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\h2o\current6_20260624_r5_sequence_locked_h2o_dry_run\queue_manifest.csv,323672420089bd38a6870ea9508424cc14bd168c6d75466989d63ee0bb09f814,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r5_sequence_locked_draft.json,d43ce41c5d13eac5e1ff9c1464d57f45f33aaa555603fbdff052dc4265d3a714,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r5_sequence_locked\h2o,current6_20260624_r5_sequence_locked_h2o_dry_run,h2o,13,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\co2\current6_20260624_r6_co2_ratio_gate_explicit_co2_dry_run\queue_summary.json,6469127745385daefe5e3afabeaea38868bcdcc077fee517bd96a9e943ce4660,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\co2\current6_20260624_r6_co2_ratio_gate_explicit_co2_dry_run\queue_manifest.csv,e4fb012d73df3c1f4f4c3bc37b5083125cc175e9222afeaea22b3bb8a257e5f0,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\co2,current6_20260624_r6_co2_ratio_gate_explicit_co2_dry_run,co2,45,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\h2o\current6_20260624_r6_co2_ratio_gate_explicit_h2o_dry_run\queue_summary.json,86346a37f9bbd18e087b29623fe675a89e73f8317a847c7936176376aa2e3d7e,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\h2o\current6_20260624_r6_co2_ratio_gate_explicit_h2o_dry_run\queue_manifest.csv,e46d539bd08f7f39c662f423fa7a636ecd23881565c249dfbf656167ceaff403,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\current6_20260624_r6_co2_ratio_gate_explicit\h2o,current6_20260624_r6_co2_ratio_gate_explicit_h2o_dry_run,h2o,13,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\co2\v1_5_identity_bound_route_runtime_curre_1d096f47_co2_dry_run\queue_summary.json,af81af47a353b3c6a17d314787c139b3861c7c2e3fe7262577cbae559df7d3d9,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\co2\v1_5_identity_bound_route_runtime_curre_1d096f47_co2_dry_run\queue_manifest.csv,c28a57c0bbd029df41f03f08fb1912b9407d9054e28d955508b90ac40a742a90,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r4_formal_queue_entries_draft.json,b569167583ae32c50a9d7ef3ec6def2cf3e7908b31d595e05424fb9e80d2fb9b,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\co2,v1_5_identity_bound_route_runtime_curre_1d096f47_co2_dry_run,co2,45,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\h2o\v1_5_identity_bound_route_runtime_curre_1d096f47_h2o_dry_run\queue_summary.json,572030581b04a02ed3e6fedfdba3348e91f4d4db728a6508928db3bccab9f2b1,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\h2o\v1_5_identity_bound_route_runtime_curre_1d096f47_h2o_dry_run\queue_manifest.csv,9d227116a45b676b68d76cbf1ff5bf64e6fe817c2dd54136964bbfe1a827afc8,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r4_formal_queue_entries_draft.json,b569167583ae32c50a9d7ef3ec6def2cf3e7908b31d595e05424fb9e80d2fb9b,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260624\v1_5_identity_bound_route_runtime_curre_1d096f47\h2o,v1_5_identity_bound_route_runtime_curre_1d096f47_h2o_dry_run,h2o,13,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\co2_adaptive_purge_check\co2_adaptive_default_dryrun\queue_summary.json,65f22131f20771b814357ef5d16a16d8d193a362f87d96629d137457b9cd2b35,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\co2_adaptive_purge_check\co2_adaptive_default_dryrun\queue_manifest.csv,f6f5467f8053ceac94aa126ab820da44eb4d50ce105a96e797ddfec021313f0a,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\co2_adaptive_purge_check,co2_adaptive_default_dryrun,co2,45,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_current_fixes_check\h2o_current_fixes_dryrun\queue_summary.json,4d8d81ec44c269c90957934b76b114a272fdc78888a23dd10ae614c19b388ad5,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_current_fixes_check\h2o_current_fixes_dryrun\queue_manifest.csv,00c9b129042b3badfd8942b8d0c0b7c05acba3854f743d8fa228b8ca36c39abf,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_current_fixes_check,h2o_current_fixes_dryrun,h2o,13,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_purge720_check\h2o_purge720_dryrun\queue_summary.json,ef4d90ac588be669830c2709b455b92fc57e118fb1430df1496f1f3dbbd5e291,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_purge720_check\h2o_purge720_dryrun\queue_manifest.csv,c2f046b4cb8767e72f2c11f11a1d44614e60ab97479cff2daf5f4355a07fd390,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\h2o_runner_queue.csv,225194115924ab49b696d94f268d171e5441ddd7123500ff0c393337b67979bb,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_preflight_20260625\h2o_purge720_check,h2o_purge720_dryrun,h2o,13,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_p9_20260704\co2_6old_mature45_ready_g1_dryrun\current6_20260704_co2_mature45_g1_dryrun\queue_summary.json,ee446c04f7873b71e6fddce40d12e4c15e1add76982708f5310edcf95f3f1f2d,D:\gas_calibrator\_p9_20260704\co2_6old_mature45_ready_g1_dryrun\current6_20260704_co2_mature45_g1_dryrun\queue_manifest.csv,2775522d3ce2be6a188534d008853dd57f2b26714103340c7699c3a1bdb11c38,D:\gas_calibrator\_handoff\v1_5_formal_queue_migration_20260624\canonical_open_flow_points\co2_runner_queue.csv,4c0ceb5ddaff0c01b63d488ae09480dbc49dee1532d821d2b3871225a8e99b60,D:\gas_calibrator\_p9_20260704\pre_gas_readiness_6old_ready_for_co2_g1\v1_5_6old_co2_ready_config.json,981964d31397fe5f086015f5dc36201201e2a1823549bfe0fae8489ad1ef93d9,D:\gas_calibrator\_p9_20260704\co2_6old_mature45_ready_g1_dryrun,current6_20260704_co2_mature45_g1_dryrun,co2,45,0.0,0.0,True,"[""legacy_ratio_production""]",0,0,0,0,forbidden_source,False,10,"[""0624_source_forbidden"", ""dry_run_not_historical_route_evidence"", ""formal_route_readiness_not_pass"", ""manifest_contains_non_ok_point"", ""migration_source_forbidden"", ""point_component_qc_incomplete"", ""point_directories_incomplete"", ""point_samples_incomplete"", ""point_sidecars_incomplete"", ""queue_summary_not_finalized_clean""]",False
D:\gas_calibrator\_handoff\co2rv_old_0626_s13t1_r2\co2rv_old_s13t1_r2\queue_summary.json,ab13f729bfba6e8622ff9d8f81dae1bcfa73aabc43e0fb9a9c1849db7c5c3b07,D:\gas_calibrator\_handoff\co2rv_old_0626_s13t1_r2\co2rv_old_s13t1_r2\queue_manifest.csv,48eaf564fbdb192984efed9a15d4688178d35e24b1db292394f38e1ffbebbe96,D:\gas_calibrator\_handoff\co2rv_old_0626_s13t1_r2\queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\co2rv_old_0626_s13t1_r2,co2rv_old_s13t1_r2,co2,3,3.0,0.0,False,[],3,3,3,0,forbidden_source,False,3,"[""0624_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete""]",False
D:\gas_calibrator\_handoff\co2rv_s5_0627_after_s5_3dp\co2rv_s5_3dp_r1\queue_summary.json,f382167c29ee58cc5be56c04934dde2b621c8226010d2bfa5ba3a60a4e337704,D:\gas_calibrator\_handoff\co2rv_s5_0627_after_s5_3dp\co2rv_s5_3dp_r1\queue_manifest.csv,d85af149645b807f0c38f0e7d411441f5b4a4a31d2b1a6889d0df3f51544ac12,D:\gas_calibrator\_handoff\co2rv_s5_0626_r1\queue.csv,9f66d763ca0824e63ecebf745ec40ee6e5982c9d88aaac0114227d5422630d66,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\co2rv_s5_0627_after_s5_3dp,co2rv_s5_3dp_r1,co2,3,3.0,0.0,False,[],3,3,3,0,forbidden_source,False,3,"[""0624_source_forbidden"", ""no_profile_matches_selected_point_count"", ""point_component_qc_incomplete""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\real\current6_20260626_h2o_postwrite_reverify_3pt_real\queue_summary.json,167f96dfe86b08f470cf10a265abe5d0515cead779031b91f4df6f1ecabccba4,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\real\current6_20260626_h2o_postwrite_reverify_3pt_real\queue_manifest.csv,7c1e0080d5c5c511f3d3152ba92687b22641375aa47770864a58825c51b7897d,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\h2o_postwrite_reverify_3pt_queue.csv,a7c2c625d07a5f95d106c1c78fc928662ad974c3167977403eb997576ada3b92,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_postwrite_reverify_20260626\real,current6_20260626_h2o_postwrite_reverify_3pt_real,h2o,3,3.0,0.0,False,[],3,3,3,3,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\mature_v15_reverify_profile_real\h2oq_31bacc4685\queue_summary.json,8611f198743556db208b61e7570ccdd7f31bf0e05b9c781094b8f4eda57130c3,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\mature_v15_reverify_profile_real\h2oq_31bacc4685\queue_manifest.csv,6b2548884db587a0d1e3506a31d54608efedefaa8096b4e386b7548768105788,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\current6_20260626_temperature_senco78_neutral_restore_before_h2o_s24\mature_v15_reverify_profile_real,current6_20260626_h2o_mature_v15_2pt_reverify_real,h2o,2,2.0,0.0,False,[],2,2,2,2,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T30_from70_rel2pct_real\current6_20260626_h2o_T30_from70_rel2pct\queue_summary.json,da2675a71268f173c1601cb2dee041ef65a71a7d9236a3f96c5607f3be146e27,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T30_from70_rel2pct_real\current6_20260626_h2o_T30_from70_rel2pct\queue_manifest.csv,8821856bdc476c73bd27b4475ff5e756d76aee1030a1c06f9b3dc05e73b2e42d,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_resume_20260625\h2o_runner_queue_T30_from70_rel2pct_20260626.csv,9224da0975b85bd352e7e5b1c33b8d4ae0ecb16242da808b3bc1d870ea61af50,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T30_from70_rel2pct_real,current6_20260626_h2o_T30_from70_rel2pct,h2o,2,2.0,0.0,False,[],2,2,2,2,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T40_rel2pct_real\current6_20260626_h2o_T40_rel2pct\queue_summary.json,e9f855582242fc7044e61d5a7d4d2b313a3f2e02bbd2a84903487c6046fe818f,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T40_rel2pct_real\current6_20260626_h2o_T40_rel2pct\queue_manifest.csv,676f316f7d14f0d2181375bf4c32469d9340e72d2933ce61ddd800d262285eff,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_resume_20260625\h2o_runner_queue_T40_rel2pct_20260626.csv,02af4138a42840a2a4e198d0cf69733ebdc6ec6d3154f3d255150616b503ece2,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_T40_rel2pct_real,current6_20260626_h2o_T40_rel2pct,h2o,2,2.0,0.0,False,[],2,2,2,2,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_resume_fit002_real\current6_20260625_h2o_T10_from50_fit002_resume1\queue_summary.json,4fe4c69b47545bd128af7af77483601f723199a6eed1681ba525dc282a21b2ff,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_resume_fit002_real\current6_20260625_h2o_T10_from50_fit002_resume1\queue_manifest.csv,8d9d4056b62ebfbf5b717e7c0c8c9909de617f208114913146d9db23d57b2dc7,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_resume_20260625\h2o_runner_queue_T10_from50_20260625.csv,507f573a06b6e3f0f61bd3083b58a26b67bfad54c718ea91ac916e5b3ea570fe,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_from_T10_resume_fit002_real,current6_20260625_h2o_T10_from50_fit002_resume1,h2o,2,2.0,0.0,False,[],2,2,2,2,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r2_old_v15_gate\current6_20260626_h2o_post_senco6_currentT_low_old_v15_gate_real\queue_summary.json,0f5258c5d7d06bb776f1d26beda50a11e210446f4b53b4e87df92f69568052ca,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r2_old_v15_gate\current6_20260626_h2o_post_senco6_currentT_low_old_v15_gate_real\queue_manifest.csv,9bbf806b01145c7324a1435badb13c68b2b6d2e70395c7baf9d73a00360ef1d1,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_two_point_queue.csv,beebc0291d16f0d77ed2401b8996cab83ef998285a62505c3027ebf7d141d6aa,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r2_old_v15_gate,current6_20260626_h2o_post_senco6_currentT_low_old_v15_gate_real,h2o,1,1.0,0.0,False,[],1,1,1,1,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r3_old_v15_gate_high\current6_20260626_h2o_post_senco6_currentT_high_old_v15_gate_real\queue_summary.json,7920e0c8e5bdeececb06b5df60d22bd69a885539ebf17f834db2e29636042313,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r3_old_v15_gate_high\current6_20260626_h2o_post_senco6_currentT_high_old_v15_gate_real\queue_manifest.csv,f21899b5d119a2964d047c218c81591aa7a06862dbbc491dbfd756592b2ba7f3,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\h2o_post_senco6_currentT_high_queue.csv,e7ba6b90a8978863ff6e3f4e2ee5ebc5265e4064975a4174a454436bb6fde601,D:\gas_calibrator\_handoff\runtime_configs\identity_bound_route_runtime_config_current6_20260624_r6_co2_ratio_gate_explicit_draft.json,e3830bf62a8e9181c1331482199e0c92a147387aefe4563b126964f152e7c516,D:\gas_calibrator\_handoff\v1_5_formal_route_real_20260625\h2o_post_senco6_reverify_20260626\real_r3_old_v15_gate_high,current6_20260626_h2o_post_senco6_currentT_high_old_v15_gate_real,h2o,1,1.0,0.0,False,[],1,1,1,1,forbidden_source,False,3,"[""0624_source_forbidden"", ""formal_route_readiness_not_pass"", ""no_profile_matches_selected_point_count""]",False
