candidate_index,route_kind,point_name,point_dir,planned_output_path,source_artifact_count,source_packet_sha256,preflight_json_sha256,blocked_plan_json_sha256,candidate_binding_sha256,binding_ready_for_design_review,blocker_codes,payload_derivation_supported,write_execution_supported,target_create_mode,overwrite_allowed,manual_gate_review_required
72,co2,p005_T30_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p005_T30_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,e77b856fcf42ab82b4292d6d6f79e5227d2bcc0322858013035105a31b4759b9,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,cb548b4c5dcbe7c76b8892b74e72688b82d88eedd7e40a417b48e0c80a5dd7af,True,[],False,False,exclusive_create_only_future_contract,False,True
73,co2,p006_T30_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p006_T30_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,74eeddee0fb351f8a48ff4902fd98d808f4c05a58a9a610c20b778dfe5f4e5b8,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,93438b8a83eb077f0cb4d12a737817a8c1938db9595406bcf4ebe34402320d16,True,[],False,False,exclusive_create_only_future_contract,False,True
74,co2,p007_T30_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p007_T30_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,378712bedd0015322076e7a9e028259793c219bf996fe07e4131b087863430b4,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,7bdc93fa99445cefefbdf51675c33a23e458985e0c589591cc5cc0f71c95bfac,True,[],False,False,exclusive_create_only_future_contract,False,True
75,co2,p008_T30_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p008_T30_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,705280a858f34f5a4eb6569bcfa53ae292438b7d68012334092d41d6d6576e3d,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,fe4abde228b96c2cdff3f022bcbe2f7e71022680cc2b8eec8b7ab64863637359,True,[],False,False,exclusive_create_only_future_contract,False,True
76,co2,p009_T30_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p009_T30_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,ae0d2746c9878433f3e85755f2aa78f42afedd145da4b92ea82dab1d06f5da62,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,b2cfbea28aec2e607348679a7a7767e81a7ffe55a32607807b4cc63b2b68305b,True,[],False,False,exclusive_create_only_future_contract,False,True
77,co2,p010_T30_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,302ca9a68b9c657deb5f798477ce35c4b9d1e0ef7cb7c195da00811662284478,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,02fe9f402bddd20e1f2388c7dc844ad8839c13dc8634aa991215bbbc02966fea,True,[],False,False,exclusive_create_only_future_contract,False,True
78,co2,p011_T30_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,849a62cf2c69569b40dfe3eabd7c433aeba1f23ac8572f7fd9d068db89ad5735,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,e3f674a31b856f51485d3f329dbc9623cf0b9e8cf3f3c5e401b816fc9b31f57f,True,[],False,False,exclusive_create_only_future_contract,False,True
79,co2,p012_T30_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,7dd0fee80144658bcb4ec4a06a76504a5d2ffe3526a485cf1089b43700ce3744,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,2a82d576cfba16a19ae3e71f43a65d769e75757ffe5d49f49ee16ada3af76b7d,True,[],False,False,exclusive_create_only_future_contract,False,True
80,co2,p013_T30_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,ef791c2a8b74a8fdc799110073f8c0ddc37f657a4fba13e015f44893280ec511,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,f788837db89705ecceeda50aee66178519b5aa986f031822ee71395d571d143e,True,[],False,False,exclusive_create_only_future_contract,False,True
81,co2,p014_T30_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,6dd8e6976763737b1ae6f8915e6e549eac8bec67ebd5c869004a824215582d90,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,0396a2e815ac968307852ad6b007e80b4522d95ae8b4690dd0a4f87f911f75ac,True,[],False,False,exclusive_create_only_future_contract,False,True
82,co2,p015_T20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,f196d09fdf1ec3d99c9fc8c2e5c3bd7d553cb4215a770daa26fe003a2ea927ab,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,1ae450994f52de0e471dc969d60e9013fc5c2cf28fcac5eabfdd62700a1ac1cf,True,[],False,False,exclusive_create_only_future_contract,False,True
83,co2,p016_T20_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,07ad36c1d71b467e2022bf0932a5af75a667c652a69b40d1c17ba62953842c87,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,fbe42b906adc4903506ea313a1802373b1dcb4ca6f9b43073abf976c4dd8f6bd,True,[],False,False,exclusive_create_only_future_contract,False,True
84,co2,p018_T20_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,aed1fbdb184499550ed75ceb8ae898742a5d7b29efde2e211e66b8b9d61da6c1,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,71cacf34b6139000679af885065e63f9fddfe6924279be6e39dc6018a32217cd,True,[],False,False,exclusive_create_only_future_contract,False,True
85,co2,p019_T20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,741ac322ad6a8183fd3ddf0feec0a4d316ee356c8750e8bfb335f503a8ccf209,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,f5db1e71506a6a48e65fc4b8f47a4924289df632a4b645414c7f0d02116f09a5,True,[],False,False,exclusive_create_only_future_contract,False,True
86,co2,p020_T20_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,bff2d16bd576992de7172844c0722317b49bcde2cc9eaecbe72b7b7c18bb0a3e,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,a56541bfd6874700c8e3e06c097589cd9cbcc97835010fa561e3fe3203566231,True,[],False,False,exclusive_create_only_future_contract,False,True
87,co2,p021_T20_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,11e0ae5d2590be758799d3e336528823d7c49acb8b60f1664d96fae6b69fe155,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,f69ff9201d70e7e4b0bfe6ae4f0efc9f375b4a8ff206c6761ef9da2338b01515,True,[],False,False,exclusive_create_only_future_contract,False,True
88,co2,p022_T20_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,88c1e705660eafde926eabbd31f3d56ae27d96b80e1f91a9c1005f10b2bfde0e,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,52a14036e5dc44a6f9a956b0890ce530f21f7f0fb912e72bc01f5dd87ed2c80e,True,[],False,False,exclusive_create_only_future_contract,False,True
89,co2,p023_T20_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,563b5aa6408be7856dcd1ed526e9b212e3e6aee218012da1a420b97d3db0c923,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,a498db9aeb9c89169f8535dd4f392e7a3d5a2a31cec13121b8d5453b1d9b4e98,True,[],False,False,exclusive_create_only_future_contract,False,True
90,co2,p024_T20_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,e5ff98cbee4ea1c5c4b7d95723a8f506e59490fae1cd6f45b6284e2271bc95cf,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,c34b7494c2fdbabe28fdcf393c9b93d449290d08b75923a89d5713af3c67bf57,True,[],False,False,exclusive_create_only_future_contract,False,True
91,co2,p025_T20_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,15fd0492908b046738dc2a131d1a285fc114fe2aaf93dca6ec5a683360992735,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,183f780a0c1e2afc3aef7962e73b86f1be8a41ed6c7f823cd98cde914ef05950,True,[],False,False,exclusive_create_only_future_contract,False,True
92,co2,p026_T10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,f87511222577e916d67da7fe6032570ef7bb4dbe09e318a127c7442631b3caa4,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,f9c328a10fb03b6c22f013835fe1a55bb476014c53369e7316720ef266d69523,True,[],False,False,exclusive_create_only_future_contract,False,True
93,co2,p027_T10_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,5356be53aecf6bec4c3a77a59c9829567337ca22fffe583f8285f92186491b0c,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,d4a8f3cce5029d4f45c35653befc200862793df69e83239c32756626c1935fe6,True,[],False,False,exclusive_create_only_future_contract,False,True
94,co2,p028_T10_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,d0d96b145aadb0eda13663470857ecae7e18fb4e4d391fba87bf4d29cf111bf8,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,14331c6d852dab1b920daf2e048722342b5e75781d0fd4c17ac77ca7f3f209be,True,[],False,False,exclusive_create_only_future_contract,False,True
95,co2,p029_T10_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,f289200fd03c4e412e14713cf8d3d8eb23e96873248e924b36b5bd9d4c4a5cc3,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,2ffc80dd3923be3a3af90f01723674f4ed46be76b26b0e4ecdd1c6a675c39ef8,True,[],False,False,exclusive_create_only_future_contract,False,True
96,co2,p030_T10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,2c8d6faace0b0ecfbcf2cbcfabdab6144c464dddbeb0f844b5b9e84f6c309f64,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,063209216c0bca75aae871f009f075afa5919a1967ecddb9fa98a1229b5aa612,True,[],False,False,exclusive_create_only_future_contract,False,True
97,co2,p031_T10_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p031_T10_500ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,4deb9d8ab5704713aac5f72363111b824583f06e956c05ddbbd107e67b466bdc,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,6960d3148ed00793747b74c68a386c729faa248f634e7fadec93247208d3379d,True,[],False,False,exclusive_create_only_future_contract,False,True
98,co2,p032_T10_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p032_T10_600ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,cbb0cbce1b93db809803b74f25194bbd4a197e361596dbba367cc84e3736aad6,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,25fd4a8cbf9c31b5865b90a6f2bf3c6555ca509f43389613fa2b5c1e884d9325,True,[],False,False,exclusive_create_only_future_contract,False,True
99,co2,p033_T10_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p033_T10_700ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,acb4c406156a50eabff0140de55fe232a77c555a1556b1afadfd11fed191cc9c,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,35cb9fa443b5bb36ef6c12ca980de97067ec792cb3604944f56cdead2592e960,True,[],False,False,exclusive_create_only_future_contract,False,True
100,co2,p034_T10_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p034_T10_800ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,c3288bddca30147e0302ad3abfe4473981ccaf9323106eeeb494c7dd6aa15255,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,71f2acdaf1fc2989c4cbdce37b8d516e8e6b6b688d13cd6cc392b161034a3eda,True,[],False,False,exclusive_create_only_future_contract,False,True
101,co2,p035_T10_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p035_T10_900ppm_fit\formal_open_flow_data_quality_by_analyzer.csv,5,b09477019de08b402e3092655ee67011a435caee7c7278ce08be647fba670bd9,46e594a742e48f8618c74ab06d2dda251f83904cf2f61231fa13c76a30e05772,e268a8425d6dc2c1ebb995a6dcc8483fd2bc214c582496530f69d08038ee3285,bf7eadc2711690dc3cca6326cddf94a26bf1f20c6399a6bae9c7d8a84a229456,True,[],False,False,exclusive_create_only_future_contract,False,True
