component,point_name,point_dir,target_value,anchor_role,analyzer_prefix,analyzer_device_id,component_qc_grade,accepted_composite_member,physical_decision,supersede_reason,calibration_fit_allowed,diagnostic_model_allowed,reason
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p022_T20_1000ppm_fit_retry1,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g8h_T20_1000_direct_240purge_finalparams\p022_T20_1000ppm_fit_retry1,1000.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p001_T10_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p001_T10_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p002_T10_100ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p002_T10_100ppm_fit,100.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p003_T10_200ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p003_T10_200ppm_fit,200.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p004_T10_300ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p004_T10_300ppm_fit,300.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p005_T10_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p005_T10_400ppm_fit,400.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p006_T10_500ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p006_T10_500ppm_fit,500.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p007_T10_600ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p007_T10_600ppm_fit,600.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p008_T10_700ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p008_T10_700ppm_fit,700.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p009_T10_800ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p009_T10_800ppm_fit,800.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p010_T10_900ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p010_T10_900ppm_fit,900.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p011_T10_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p011_T10_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p012_T0_0ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p012_T0_0ppm_fit,0.0,co2_zero_gas_low_concentration_anchor,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga02,002,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga03,010,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga04,076,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga05,005,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p013_T0_400ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p013_T0_400ppm_fit,400.0,co2_standard_nonzero_point,ga06,090,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
co2,p014_T0_1000ppm_fit,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p014_T0_1000ppm_fit,1000.0,co2_standard_nonzero_point,ga01,001,A_calibration_eligible,True,diagnostic_only_no_continuous_route_attestation,accepted_composite_selection_is_diagnostic_only,False,True,within_production_contract
