point_dir,route_kind,artifact_role,artifact_path,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,integrity_status
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p015_Tm10_0ppm_fit\samples_machine_readable.csv,137159,137159,3da016da2c1dcff70e83c9c886c0b67bc9ad12c57ab2cf9839eba3a0ac3760ec,3da016da2c1dcff70e83c9c886c0b67bc9ad12c57ab2cf9839eba3a0ac3760ec,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\formal_open_flow_route_timing.json,571,571,98ce7635a1f03b9b52c10edc03d1f94c78fc911b6be9270d8d0656181366b152,98ce7635a1f03b9b52c10edc03d1f94c78fc911b6be9270d8d0656181366b152,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\formal_open_flow_sidecar_metadata.json,1233,1233,ca88fc099dc259253e7e5fc991c6619757cc772264fce835f23b05acc2396a0a,ca88fc099dc259253e7e5fc991c6619757cc772264fce835f23b05acc2396a0a,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\frame_quality_summary.csv,505,505,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\runtime_config_snapshot.json,37007,37007,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p016_Tm10_400ppm_fit\samples_machine_readable.csv,137266,137266,acda3204390a5d215a076d8e1cc62820fd220f98f08a56deb281f6f4739ef8b4,acda3204390a5d215a076d8e1cc62820fd220f98f08a56deb281f6f4739ef8b4,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\formal_open_flow_route_timing.json,573,573,83d69acc534c701208bebabc965eb0515cf24805a6692336acca7edea107e153,83d69acc534c701208bebabc965eb0515cf24805a6692336acca7edea107e153,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1235,1235,60ebe2f39a37c2111be246219754be538b9de0d129eb01ca602e9f8ad76c4300,60ebe2f39a37c2111be246219754be538b9de0d129eb01ca602e9f8ad76c4300,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\frame_quality_summary.csv,511,511,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,005d1e8d98dc69beb90ceec6e82409e053e097bb2f702c39b5acb93734423462,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\runtime_config_snapshot.json,37007,37007,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p017_Tm10_1000ppm_fit\samples_machine_readable.csv,137364,137364,a78a89636eecb2f4eb5dc00447ce11821bc3fb59fb03155456b32edad123cb95,a78a89636eecb2f4eb5dc00447ce11821bc3fb59fb03155456b32edad123cb95,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\formal_open_flow_route_timing.json,567,567,9d4e3ddb96131184766e4ddd2e4d8d1cb7ffaf31fce5dcb6539b032e91519060,9d4e3ddb96131184766e4ddd2e4d8d1cb7ffaf31fce5dcb6539b032e91519060,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\formal_open_flow_sidecar_metadata.json,1229,1229,b160627ebf22edc32f218edfc52371f5555a6bad6720ca0f4869a6cd6383e178,b160627ebf22edc32f218edfc52371f5555a6bad6720ca0f4869a6cd6383e178,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\frame_quality_summary.csv,493,493,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\runtime_config_snapshot.json,37007,37007,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,6ee1c806dfc12049574ca6e4af4cb8a95035bd17503a7f973ef52e8ae826bf78,match
D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_0620clean_mature45_g9_T10_to_Tm20_finalparams\p018_Tm20_0ppm_fit\samples_machine_readable.csv,137324,137324,3ad0d1e066ae1e43978cbcc5441fbadfd63298bb4ba28e018d27703af5e32688,3ad0d1e066ae1e43978cbcc5441fbadfd63298bb4ba28e018d27703af5e32688,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1\formal_open_flow_route_timing.json,555,555,3b7f9e6fbcb34b0b87d5d6b98dc96f064af4959f510de737b6942ad73abd9c6f,3b7f9e6fbcb34b0b87d5d6b98dc96f064af4959f510de737b6942ad73abd9c6f,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1\formal_open_flow_sidecar_metadata.json,1230,1230,edc7fb0491ebeb14b0147cc936041c1537d1e53ebc02858ab200ae70927b10d6,edc7fb0491ebeb14b0147cc936041c1537d1e53ebc02858ab200ae70927b10d6,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r1\p001_T40_0ppm_mature0621_entry_live_20260705_r1\runtime_config_snapshot.json,36956,36956,2aa22cbcbf68696e58281c3ea3ca223325334f45a1aaa9cdc9e97204801f8136,2aa22cbcbf68696e58281c3ea3ca223325334f45a1aaa9cdc9e97204801f8136,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r2\p001_T40_0ppm_mature0621_entry_live_20260705_r2,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r2\p001_T40_0ppm_mature0621_entry_live_20260705_r2\formal_open_flow_sidecar_metadata.json,1230,1230,41d4696eb47cd0429613943055f8b6f9588b1a9e4b3abf179dc7a079cd4ad37d,41d4696eb47cd0429613943055f8b6f9588b1a9e4b3abf179dc7a079cd4ad37d,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r2\p001_T40_0ppm_mature0621_entry_live_20260705_r2,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r2\p001_T40_0ppm_mature0621_entry_live_20260705_r2\runtime_config_snapshot.json,36956,36956,a64c6f3a1e8fbfe25a4d22f177981dbc6514e6941608f1d88961b62c7420e9a5,a64c6f3a1e8fbfe25a4d22f177981dbc6514e6941608f1d88961b62c7420e9a5,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3\formal_open_flow_route_timing.json,555,555,d922a22d70baf635974bbe9305b3c56564c6e90d7214f5243a9f5b452bc9e11c,d922a22d70baf635974bbe9305b3c56564c6e90d7214f5243a9f5b452bc9e11c,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3\formal_open_flow_sidecar_metadata.json,1230,1230,8af9eb0195b49fee6f4637c0dd71006865ef6c7498ba2b13f339fc672f13a907,8af9eb0195b49fee6f4637c0dd71006865ef6c7498ba2b13f339fc672f13a907,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r3\p001_T40_0ppm_mature0621_entry_live_20260705_r3\runtime_config_snapshot.json,36956,36956,5b457687872306343d5068f3e14956f68d23765c09458fb07bae28b2ec56ca1d,5b457687872306343d5068f3e14956f68d23765c09458fb07bae28b2ec56ca1d,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4\formal_open_flow_route_timing.json,596,596,1e349f91297f92a1beb389dd04df8f3b1dcdacf97bbb8e45f3ee4c75576a5460,1e349f91297f92a1beb389dd04df8f3b1dcdacf97bbb8e45f3ee4c75576a5460,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4\formal_open_flow_sidecar_metadata.json,1230,1230,8d1d9b0688e5455795376c5c637d1e120b58a246be0d22a300a0d1d9efb6e35a,8d1d9b0688e5455795376c5c637d1e120b58a246be0d22a300a0d1d9efb6e35a,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4\frame_quality_summary.csv,493,493,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,994b374ecc13334ad13a0d1ea6b8e9f58e62dce139155cb926fce92b79351102,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4\runtime_config_snapshot.json,36956,36956,117dde064b2332e728f8dacc3ac043d12c54123984b89a28f2c701a619e64614,117dde064b2332e728f8dacc3ac043d12c54123984b89a28f2c701a619e64614,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p001_T40_0ppm_20260705_r4\p001_T40_0ppm_mature0621_entry_live_20260705_r4\samples_machine_readable.csv,137856,137856,c5bbabcfd67f4c8fae77a17e51e86f410d645ce2cf2a15af0172de6ca2cb1398,c5bbabcfd67f4c8fae77a17e51e86f410d645ce2cf2a15af0172de6ca2cb1398,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1\formal_open_flow_route_timing.json,600,600,3b0efc3923e1908eb3bcbee75c66effd3d50ac832fb2adaf25760ff24aac9530,3b0efc3923e1908eb3bcbee75c66effd3d50ac832fb2adaf25760ff24aac9530,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1\formal_open_flow_sidecar_metadata.json,1234,1234,e38725621fe332632cc39714b47fe0caacd2066190bd7769c3e2eb6d2105cec2,e38725621fe332632cc39714b47fe0caacd2066190bd7769c3e2eb6d2105cec2,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,co2,frame_quality_summary.csv,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1\frame_quality_summary.csv,505,505,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,d0550a50569ce55c7b17852f7a00b9e589c58e409d97c62a16af83ce980378a6,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,co2,runtime_config_snapshot.json,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1\runtime_config_snapshot.json,36958,36958,714c94d971867c6da7de5e2ee7a8113db9480d365c26465add60e521262e8622,714c94d971867c6da7de5e2ee7a8113db9480d365c26465add60e521262e8622,match
D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1,co2,samples_machine_readable.csv,D:\gas_calibrator\_p9_20260705\co2_6old_mature0621_entry_live_p002_T40_400ppm_20260705_r1\p002_T40_400ppm_mature0621_entry_live_20260705_r1\samples_machine_readable.csv,137939,137939,0735636abee3b3191545bd3b48f347b1975fa46d62f841ad49142130da0c2f09,0735636abee3b3191545bd3b48f347b1975fa46d62f841ad49142130da0c2f09,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\formal_open_flow_route_timing.json,566,566,05842a195df51d5c49504cb379442822476316fdddb8ed31e6b7bb8479eb14db,05842a195df51d5c49504cb379442822476316fdddb8ed31e6b7bb8479eb14db,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,1200,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,ed2c5221f108aadf8ab56c1b5c07510a1aab26dae1723cec6d6a90e8373a1fc4,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\frame_quality_summary.csv,171,171,e93dca7fcdacb8b1949b0c76ed8df0019eeaaea0c2e87834802096caf367e3de,e93dca7fcdacb8b1949b0c76ed8df0019eeaaea0c2e87834802096caf367e3de,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\runtime_config_snapshot.json,36105,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p001_T40_0ppm_fit\samples_machine_readable.csv,47807,47807,a8b3fce60dd4ec16e88ad4b6cdee4edf3272276a838319e90aca3196e86e98e4,a8b3fce60dd4ec16e88ad4b6cdee4edf3272276a838319e90aca3196e86e98e4,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\formal_open_flow_route_timing.json,570,570,b6727a89a4dd8c6d17c6b5424156b304b7a18815be90c60e7884a9c0b0b785bb,b6727a89a4dd8c6d17c6b5424156b304b7a18815be90c60e7884a9c0b0b785bb,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,1204,6c8a9c6d73fb94e94d38f24074a58c7cf201a2770293e30ad55aa2fa3f292d7e,6c8a9c6d73fb94e94d38f24074a58c7cf201a2770293e30ad55aa2fa3f292d7e,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\frame_quality_summary.csv,173,173,8e6b8739936020eaec5f2de70aac04aa10eadadef414b3ab9b46aa6eba6a8051,8e6b8739936020eaec5f2de70aac04aa10eadadef414b3ab9b46aa6eba6a8051,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,co2,runtime_config_snapshot.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\runtime_config_snapshot.json,36105,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit,co2,samples_machine_readable.csv,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p002_T40_400ppm_fit\samples_machine_readable.csv,48015,48015,a345f66b2c7341ddbcee8dd18b231e97d39b9564618d97b59784d5c4165dc957,a345f66b2c7341ddbcee8dd18b231e97d39b9564618d97b59784d5c4165dc957,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit,co2,formal_open_flow_route_timing.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\formal_open_flow_route_timing.json,572,572,16cd56d1d42528ac40db48f358b4ab11c39a01e2511704d584c325d1af578a78,16cd56d1d42528ac40db48f358b4ab11c39a01e2511704d584c325d1af578a78,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit,co2,formal_open_flow_sidecar_metadata.json,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1206,d33ee57d8d359167e0c99ab04d5ef74963b77d46dd8f96de259d54679ae9acee,d33ee57d8d359167e0c99ab04d5ef74963b77d46dd8f96de259d54679ae9acee,match
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit,co2,frame_quality_summary.csv,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p003_T40_1000ppm_fit\frame_quality_summary.csv,174,174,34b287cdc845094c885ecc37e19791aba634a34d8c36b17032e45db84484b105,34b287cdc845094c885ecc37e19791aba634a34d8c36b17032e45db84484b105,match
