point_dir,artifact_role,artifact_path,size_bytes,sha256
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p010_T30_600ppm_fit\formal_open_flow_route_timing.json,570,dc84faebeae28879cee0f9da665e68d233d6e0813d2e33fcc1d024242d2dd191
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\samples_machine_readable.csv,48124,62521e2f725035283c0caf0f227439a09e49f46a2499ccb08f097ff722040e11
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\frame_quality_summary.csv,173,6f235561078a8116237a86d9dd2afd95984f8b8628313eff0e0adee9b826fa2c
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,8e0386cdd83d51e3b05825c51de0a20284d283af22cc416636716aa85e7a45ef
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p011_T30_700ppm_fit\formal_open_flow_route_timing.json,570,472a7b0322fe44195053a2668adb4893e4dd2bc93151ad7c793a900e6f8a262c
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\samples_machine_readable.csv,48087,21fbbe809744494bab1fc57bafed328db86cd361bd3a6c795b090fef622e7e13
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\frame_quality_summary.csv,173,17a1a4b5601096b21e7542f8fa024615b0fdadbf1d64a27c164791df82f612fc
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,f570844ef8b79ffd191ff3f817a304e75c145d1132c05d48e8857124657def04
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p012_T30_800ppm_fit\formal_open_flow_route_timing.json,570,971dc24bb5a78594739b391ec08077ecaf1af4fe6bddbbdbed0752702cdfc1d8
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\samples_machine_readable.csv,48074,3475474a0bf7f59aa1d9a3a31fae1c63e27c623e43ca19b7e3999031c84f52c7
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\frame_quality_summary.csv,173,8aa08ef8660ad9b22bcb9900a9a027735494fb302e2cf155ee6940c496c36a0e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,fad789e89d1a75b8b4a110ea697b35c557ccc7f4c385ed7fe6d76eae5ad4c275
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p013_T30_900ppm_fit\formal_open_flow_route_timing.json,570,359a2f3a0fd5deddb56207129154fa988a73fb778b21738ba51bdb96674a0d10
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\samples_machine_readable.csv,48138,a4661693934bc644468dc99562fdd3bd09c5f533ea69faf4f02e66d6bcf12c07
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\frame_quality_summary.csv,174,34b287cdc845094c885ecc37e19791aba634a34d8c36b17032e45db84484b105
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,e62bee610d00361ce5b699ecaf2e477aecac4575562edd3ad271d46b1d6e25f0
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p014_T30_1000ppm_fit\formal_open_flow_route_timing.json,572,7818ce7d766c2b7f82bab8ea6b2f2c46ef727b8a346031a3609f137079ab5b9c
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\samples_machine_readable.csv,47821,401f49e7db333caffbc7a06ec3f55f5336274b1d9238484cb9166efd09adc5e8
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\frame_quality_summary.csv,171,e93dca7fcdacb8b1949b0c76ed8df0019eeaaea0c2e87834802096caf367e3de
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,7415ebff754d0a2b7bcddbeb112ecc18ef7fef2fe4e5204b389846e1f7ac73d0
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p015_T20_0ppm_fit\formal_open_flow_route_timing.json,566,9fee4971024471b5f91298a029a555891e43510637819d638fb4e69a76b500c8
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\samples_machine_readable.csv,48039,96ad9a820ec11cedb8bfbcc0b6186655f583fcf1c2b4bd5dcbe962b750900308
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\frame_quality_summary.csv,173,3fa8bd4d04793ce4914370f5f97d7cdb7f83adaba2c4abfe32c1eaaa1e0b40f4
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,b1756c664edb5cae03291738b88fe03b2f191121e9665c5d1a0d6033d0eed745
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p016_T20_100ppm_fit\formal_open_flow_route_timing.json,570,0bcde780060cd6401c5073560bca4e65a834391c89cbdddae67608165942d824
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\samples_machine_readable.csv,48082,0155337eca4a425dc6282f40c81aa17f690f991e9a7cdeb54d987d45027cd319
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\frame_quality_summary.csv,173,cec83b2bfbd0c5ab59194047c42fb31ba4a402bd851ff3ae950a5ddd077b6f4b
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,5f2ab323fc2927476965fb818236d6a17a737f983a21a2b651a4b37578f362c5
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p018_T20_300ppm_fit\formal_open_flow_route_timing.json,570,5ae6ceebab777cfd43c955425b8e892eb489fdea2baeec8e46fad88650313d9c
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\samples_machine_readable.csv,48124,ab5913da50b96ee8ebba9a6cdab58091a934ab91ada1f82f5eec5a476b6863e1
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\frame_quality_summary.csv,173,8e6b8739936020eaec5f2de70aac04aa10eadadef414b3ab9b46aa6eba6a8051
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,f6d9d2d6375408164443ee5186514b236025b8e58eed7226476308d04bc9b438
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p019_T20_400ppm_fit\formal_open_flow_route_timing.json,570,b600ab5d67742dffa14682d93cc30d8131f22a546839c126f0df36f44e666fe2
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\samples_machine_readable.csv,48076,f42801ec326dd4cd1c4f98c1ee5cda0c2b4ef206a197f5ebe9ac59188bb4d69a
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\frame_quality_summary.csv,173,18f8c68b1c356326b66e7054e4380b2c8211502032f38ac2322e42694a03b8d3
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\formal_open_flow_sidecar_metadata.json,1206,0cd197c29baeecedc977ba4b42717066a32dad4e14a91ade6146942a7e105846
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p020_T20_500ppm_fit\formal_open_flow_route_timing.json,570,d7def374cecc1d29381b4b687dcd028ef3e13a2f22ada9e209d957de05da708e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\samples_machine_readable.csv,48143,4ee8723d5d7379a7d0fd66c27b8a0a7ffe53fec570dfc6eadbad3de64c827ee2
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\frame_quality_summary.csv,173,b4443da56b2deceb4679e81f52c97f4cce9e655321c1121f2dc03d75571bd1ef
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\formal_open_flow_sidecar_metadata.json,1204,987db47ad538ab3a396d48b733e2ff72ebc6c7c7cdfce3c7bf9c8a5133c6d229
